username,bio,followers,following,posts,account_age_days,has_profile_pic,has_url,is_fake
julianmoore18,"Artist by day, meditation lover by night 🌙",260,89,14,691,1,0,0
follow_me_494218,,8,606,6,20,0,1,1
ella.jackson.official,Living life one music at a time 🏔️,3405,141,106,3458,1,1,0
the_luke,Living life one music at a time 🏔️,22,70,16,640,1,0,0
rn4flhw3chnj6gdtgc,Hot singles in your area 😍 DM NOW,1,381,3,16,0,1,1
rileywalker16,🎵 Music lover | Artist | fitness,107,1240,13,1035,1,1,0
idpw7771qrn,I make $10k/week! Ask me how 💵💵💵,3,572,7,22,1,0,1
xlxeqlezz1r2roik,,4,185,1,1,0,1,1
zoey.davis.official,Dog parent 🐕 | Lawyer | yoga fanatic,13,672,25,2547,1,1,0
free_lvtnr_799,Buy followers cheap! DM for prices!,16,461,1,51,1,1,1
a9incu2lqm585u7,Follow me I follow back! F4F! 🔥🔥🔥,7,301,4,16,0,0,1
paisley_martin,"Doctor by day, photography lover by night 🌙",556,468,30,620,1,0,0
loganrodriguez34,Chef 💼 | Family first ❤️ | baking,332,54,20,426,1,0,0
ameliatorres26,Spreading positivity ☀️ | Software Engineer | writing,1252,1193,211,493,1,0,0
follow_me_096000,Adult content 🔞 Link below for more,9,163,1,3,1,1,1
averygonzalez19,Love hiking and gaming 🌟 | Toronto based,99,194,20,779,1,0,0
xnqxu71sel8mwob4,Hot singles in your area 😍 DM NOW,3,497,0,53,0,1,1
xs9ui14nijcp52ay,Invest in crypto NOW! Double your money! 🚀🚀🚀,8,250,2,32,1,0,1
madelyn_jackson,Spreading positivity ☀️ | Entrepreneur | gaming,2283,1757,20,996,1,0,0
x8y7p62zko0e49z7,Free gift cards! Limited time offer! Click NOW!,12,1392,0,1,0,1,1
follow_me_364680,.,21,665,4,48,0,1,1
free_kwbfv_633,....,0,459,0,31,1,1,1
xhpj93rvuv5ybd4x,Make $5000/day working from home! Link below 👇,18,84,7,80,0,0,1
the_penelope,Dog parent 🐕 | Entrepreneur | gaming fanatic,262,46,81,775,1,0,0
charlotte_92,"Life is short, eat dessert first 🍰 | fitness",59,231,12,516,1,0,0
jaxon_97,Creative mind | fitness | swimming | Let's connect!,2652,52,8,449,1,1,0
julian_98,Creative mind | fitness | yoga | Let's connect!,17,39,150,213,1,1,0
olivia.allen,Love baking and baking 🌟 | Tokyo based,438,76,62,2971,1,0,0
the_benjamin,Creative mind | skateboarding | travel | Let's connect!,875,127,21,2209,1,0,0
brooklyn_94,Fitness & wellness 💪 | writing | Tokyo,49,1517,163,346,1,0,0
zoeymartin35,Doctor 💼 | Family first ❤️ | yoga,329,167,16,302,1,1,0
free_tjaqy_619,Follow me I follow back! F4F! 🔥🔥🔥,13,50,2,1,0,1,1
real_wazsxb8105,FREE followers! Click the link NOW!!!,9,515,5,37,0,0,1
mason.scott,chill | fitness | painting | Sydney 📍,36,294,3,589,1,0,0
the_andrew,Dreamer & doer ✨ | hiking | London,1562,198,41,1439,1,1,0
free_ljtlt_778,,39,71,0,6,0,0,1
the_chloe,🎓 Columbia alum | Accountant | London,303,30,54,495,1,0,0
natalierodriguez25,"Life is short, eat dessert first 🍰 | swimming",782,71,30,948,1,0,0
real_jfxhuq6666,,10,120,0,38,0,1,1
caleb_95,🎵 Music lover | Designer | photography,986,158,17,271,1,0,0
michael_gonzalez,🎓 Stanford alum | Data Analyst | San Francisco,307,79,127,437,1,0,0
luca.white,🎓 NYU alum | Entrepreneur | NYC,111,84,94,436,1,1,0
rrqr5251cyy,Follow me I follow back! F4F! 🔥🔥🔥,59,431,4,54,0,0,1
user999507,Want to lose 20lbs fast?? DM me!!!,51,167,4,8,0,0,1
the_liam,Mom of 3 | cycling | Coffee addict ☕,83,29,14,711,1,1,0
x0yup1shntcvl0yq,Make $5000/day working from home! Link below 👇,7,1113,2,27,0,0,1
follow_me_581071,CHEAP followers and likes! Best prices! DM!!!,62,335,0,8,1,1,1
lucayoung,"Consultant by day, baking lover by night 🌙",139,184,8,1589,1,1,0
jackclark16,Living life one skateboarding at a time 🏔️,3740,393,64,370,1,0,0
follow_me_874395,Follow 4 Follow! Like 4 Like! 💯💯💯,9,136,1,30,1,1,1
lincolnwilson92,Wanderlust 🌎 | painting | swimming | Portland,37,215,52,789,1,1,0
follow_me_728782,Follow 4 Follow! Like 4 Like! 💯💯💯,24,50,3,44,0,0,1
9cng8tana6u4,Hot singles in your area 😍 DM NOW,11,129,1,28,0,0,1
free_epbzd_394,Follow 4 Follow! Like 4 Like! 💯💯💯,5,57,1,6,1,1,1
bella_wright,Mom of 2 | writing | Coffee addict ☕,167,135,5,861,0,0,0
logan.scott.official,Bookworm 📚 | skiing | fitness | Introvert at heart,210,1148,9,1118,1,1,0
xuqln6bguaxnm0al,Follow 4 Follow! Like 4 Like! 💯💯💯,0,181,2,8,1,1,1
averywilson41,Love running and writing 🌟 | Sydney based,84,135,12,221,1,0,0
cpkv6114ult,Free gift cards! Limited time offer! Click NOW!,12,55,3,1,0,1,1
madelyn.lee.official,Creative mind | gaming | travel | Let's connect!,188,227,21,652,1,0,0
zoeyjones12,Dreamer & doer ✨ | writing | Dubai,308,413,11,511,1,1,0
the_david,Wanderlust 🌎 | camping | baking | Sydney,875,362,66,745,1,0,0
user571103,DM me for exclusive offers!!!,4,379,2,56,1,0,1
audrey.flores,Spreading positivity ☀️ | Writer | yoga,14476,338,11,538,1,1,0
levi_99,Bookworm 📚 | swimming | camping | Introvert at heart,1225,297,399,450,1,0,0
ni8tndfww41f7v4k88k6,CHEAP followers and likes! Best prices! DM!!!,25,430,2,7,0,1,1
sarahjones58,Dog parent 🐕 | Doctor | swimming fanatic,10,571,4,1233,1,0,0
real_jsvntp3814,Free gift cards! Limited time offer! Click NOW!,4,4595,2,52,1,1,1
xzgmffohk94w6wuu,Want to lose 20lbs fast?? DM me!!!,3,95,2,4,0,0,1
samuel_94,"Life is short, eat dessert first 🍰 | meditation",10,104,7,209,1,1,0
the_henry,Spreading positivity ☀️ | Photographer | skiing,1498,504,67,3460,1,0,0
user947787,Make $5000/day working from home! Link below 👇,1,209,2,58,1,1,1
ddet8404lws,,26,1401,6,37,0,1,1
lucas.wilson.official,Bookworm 📚 | fitness | fitness | Introvert at heart,56,556,535,637,1,1,0
joshuawright,Just a happy soul exploring the world 🌍 | gardening,196,420,42,428,1,1,0
xrc49380371,Make $5000/day working from home! Link below 👇,7,1278,0,60,0,1,1
the_brooklyn,🎓 Oxford alum | Entrepreneur | Denver,978,65,36,864,1,1,0
xw0gq34pggcbi6qs,,6,160,1,35,1,0,1
ava.lewis.official,happy | music | cooking | Barcelona 📍,2035,167,56,678,0,0,0
jamesmartin,Dog parent 🐕 | Doctor | hiking fanatic,297,202,79,4706,1,0,0
free_vzrxh_559,.,0,167,1,23,0,1,1
the_aurora,Fitness & wellness 💪 | writing | Sydney,23,110,23,577,1,1,0
the_luca,Dog parent 🐕 | Entrepreneur | painting fanatic,176,165,30,462,1,0,0
mason_jackson,"Chef by day, skateboarding lover by night 🌙",1612,106,50,464,1,1,0
elijah_thompson,Wanderlust 🌎 | travel | photography | Tokyo,337,72,264,495,1,1,0
owen.harris,Bookworm 📚 | gardening | skiing | Introvert at heart,92,260,209,888,1,0,0
free_swaba_471,Adult content 🔞 Link below for more,146,1148,3,9,1,1,1
jackson_davis,🎵 Music lover | Consultant | cooking,247,39,131,336,1,0,0
stella_hill,Writer | photography enthusiast | Living my best life ✨,20,278,42,628,1,0,0
xy2nz5x51o0lqbyg6g,Want to lose 20lbs fast?? DM me!!!,15,109,5,11,0,0,1
jaj78789516,Click link in bio for FREE money 💰💰💰,26,2217,8,15,1,1,1
the_jack,Dreamer & doer ✨ | camping | Tokyo,2691,317,23,540,1,0,0
xpz1j8q9i6kyj91k,.,21,50,3,109,1,1,1
dylan_martinez,Dog parent 🐕 | Lawyer | meditation fanatic,63,86,145,608,1,0,0
follow_me_577677,FREE followers! Click the link NOW!!!,89,1786,1,15,1,0,1
natalie.allen.official,📍Miami | baking & writing | DM for collabs,153,207,27,775,1,0,0
follow_me_885515,,27,476,0,43,0,0,1
ryan.brown,Manager 💼 | Family first ❤️ | running,10,409,38,132,1,0,0
real_vxltxj7905,Adult content 🔞 Link below for more,62,130,0,64,0,0,1
noah.scott.official,chill | gaming | reading | London 📍,391,98,57,1925,1,1,0
xoxz3bg52ib4tctd,,12,802,1,13,0,0,1
s4wvt3f2f3hycpesb,Make $5000/day working from home! Link below 👇,3,2317,2,14,0,1,1
real_epunoo5615,,12,1471,0,23,1,1,1
the_jack,Love surfing and gardening 🌟 | Tokyo based,35,90,11,704,1,0,0
gabriellopez,Spreading positivity ☀️ | Accountant | meditation,62,71,14,648,1,0,0
follow_me_656252,Hot singles in your area 😍 DM NOW,26,639,1,8,0,0,1
follow_me_603837,,0,4241,3,30,0,1,1
aurora.anderson.official,Mom of 2 | skiing | Coffee addict ☕,96,147,18,832,1,1,0
the_lincoln,Writer | cooking enthusiast | Living my best life ✨,60,116,11,650,1,0,0
scarlett.white,Fitness & wellness 💪 | meditation | Seattle,637,130,68,323,1,1,0
luke.flores.official,Doctor | music enthusiast | Living my best life ✨,217,151,1528,1348,1,0,0
user499319,Free gift cards! Limited time offer! Click NOW!,0,428,0,18,1,1,1
real_hhujfl1885,Want to lose 20lbs fast?? DM me!!!,31,184,1,9,1,0,1
tfwm6521uxt,Hot singles in your area 😍 DM NOW,54,6183,0,19,0,0,1
l5kzhcmz2rno6cys,....,5,168,3,80,0,0,1
free_rpajy_999,Crypto millionaire 💎🙌 Join my course!,2,875,0,1,0,1,1
alexander_garcia,"Consultant by day, fitness lover by night 🌙",10,90,40,229,1,0,0
jqd99861556,FREE followers! Click the link NOW!!!,57,144,1,22,0,1,1
qnv20626606,Free gift cards! Limited time offer! Click NOW!,39,530,0,12,0,0,1
layla_martinez,Just a adventurous soul exploring the world 🌍 | hiking,175,335,82,607,1,1,0
free_mtjxf_830,Free gift cards! Limited time offer! Click NOW!,26,283,3,16,0,1,1
the_lucas,Love skiing and fitness 🌟 | Barcelona based,133,358,8,2590,1,0,0
ydw82707135,Make $5000/day working from home! Link below 👇,15,2718,6,21,0,1,1
xx9l0ijkcu5x0hc8,DM me for exclusive offers!!!,18,137,0,2,0,1,1
luca.lewis.official,Just a adventurous soul exploring the world 🌍 | camping,3614,228,60,514,1,0,0
the_asher,Dreamer & doer ✨ | fitness | London,53,94,7,417,1,0,0
claire_90,"Photographer by day, skiing lover by night 🌙",1395,113,50,236,0,0,0
penelope.martin.official,Wanderlust 🌎 | cooking | writing | Barcelona,939,138,11,2415,1,0,0
naomigonzalez17,Wanderlust 🌎 | travel | cycling | LA,146,337,21,824,1,1,0
henrylewis,🎓 UCLA alum | Photographer | Seattle,178,382,48,602,1,0,0
free_ihxck_736,,33,1186,8,81,0,1,1
jacksonperez36,Bookworm 📚 | running | writing | Introvert at heart,3816,589,18,231,0,1,0
zwbho4uw2aww77gcjbeo,,0,100,4,7,1,0,1
follow_me_185209,Follow me I follow back! F4F! 🔥🔥🔥,73,53,7,22,1,1,1
owen_90,Spreading positivity ☀️ | Artist | baking,70,163,4,184,1,0,0
savannahjones74,🎓 Harvard alum | Consultant | Tokyo,103,176,432,1010,1,0,0
mia.martin.official,Bookworm 📚 | writing | reading | Introvert at heart,107,47,78,1593,1,0,0
xybwgmp9a9uri7ev,Make $5000/day working from home! Link below 👇,13,506,4,40,1,0,1
sarah_flores,Bookworm 📚 | gaming | hiking | Introvert at heart,86,72,12,355,1,0,0
aurora_98,Bookworm 📚 | fitness | reading | Introvert at heart,457,596,12,827,1,1,0
real_rpiocw7899,Hot singles in your area 😍 DM NOW,0,108,0,5,0,0,1
brooklynlewis,adventurous | gaming | skateboarding | Portland 📍,629,79,16,1274,1,0,0
bella_97,📍Seattle | dance & hiking | DM for collabs,322,235,84,183,1,0,0
follow_me_995605,FREE followers! Click the link NOW!!!,8,50,3,49,1,1,1
ogwhupof0hkarpkfzqf,Adult content 🔞 Link below for more,24,3368,0,77,0,1,1
elena_thompson,chill | painting | cycling | Miami 📍,1728,325,20,768,1,0,0
charlotte.taylor,Living life one skiing at a time 🏔️,180,75,12,613,1,1,0
daniel_gonzalez,Living life one meditation at a time 🏔️,622,340,12,269,1,0,0
real_jjxnhz6417,Click link in bio for FREE money 💰💰💰,65,1165,6,3,1,0,1
oliver_90,Mom of 3 | gardening | Coffee addict ☕,216,196,3,1195,1,1,0
sebastian.martinez,🎓 UCLA alum | Nurse | Seattle,509,53,77,437,1,1,0
hannah.moore.official,"Life is short, eat dessert first 🍰 | running",114,113,43,809,1,0,0
the_noah,🎵 Music lover | Accountant | camping,231,106,5,273,1,0,0
user760049,Invest in crypto NOW! Double your money! 🚀🚀🚀,46,50,1,75,0,1,1
joshuawilliams,Bookworm 📚 | cycling | surfing | Introvert at heart,17,91,15,358,1,0,0
owensanchez,Spreading positivity ☀️ | Data Analyst | cooking,68,84,10,599,1,1,0
chloescott91,Just a passionate soul exploring the world 🌍 | writing,513,662,8,437,1,0,0
ava.perez,Just a passionate soul exploring the world 🌍 | skiing,9846,149,47,697,1,0,0
brooklyn_davis,Spreading positivity ☀️ | Manager | painting,192,177,9,1320,1,0,0
real_qgjnyw8864,Adult content 🔞 Link below for more,4,961,2,2,0,1,1
real_nnbhcq7424,....,8,425,4,1,0,1,1
luke_jones,Accountant 💼 | Family first ❤️ | swimming,120,371,27,423,1,0,0
ameliaclark,Dog parent 🐕 | Chef | dance fanatic,1775,749,16,395,1,0,0
carterlopez,Love swimming and camping 🌟 | Chicago based,101,158,36,1071,1,1,0
wdq16010685,DM me for exclusive offers!!!,22,859,0,14,0,0,1
zoey.torres.official,"Life is short, eat dessert first 🍰 | baking",119,636,11,794,1,0,0
the_hazel,"Life is short, eat dessert first 🍰 | writing",3492,954,19,650,1,1,0
vpx84478556,....,11,3103,4,19,0,1,1
madelynmartin,📸 skateboarding | Travel addict | Dubai native,1445,373,37,4494,1,0,0
cfnz3811oiv,....,6,253,6,136,0,1,1
real_pexmen3886,,18,567,0,13,0,1,1
levi.perez,Dog parent 🐕 | Lawyer | swimming fanatic,116,572,47,447,1,1,0
adrian.anderson,Dog parent 🐕 | Accountant | travel fanatic,393,289,5,869,1,1,0
dup65152785,Crypto millionaire 💎🙌 Join my course!,17,78,1,4,0,1,1
wj4g8r7sn1tcjfcz,....,2,1836,0,43,0,0,1
the_brooklyn,Dog parent 🐕 | Artist | running fanatic,12,348,87,683,1,1,0
xhaih7wfrac8e3pq,Free gift cards! Limited time offer! Click NOW!,65,223,0,59,0,1,1
the_hazel,Living life one yoga at a time 🏔️,134,226,33,1155,1,0,0
violetyoung,📸 gaming | Travel addict | Toronto native,1864,161,146,168,1,1,0
user682791,,3,2786,1,4,0,1,1
cartermartin18,Dreamer & doer ✨ | reading | Miami,165,379,69,1002,1,0,0
kennedytaylor75,Dreamer & doer ✨ | skateboarding | Chicago,35,129,245,236,1,0,0
carolineanderson21,"Chef by day, gaming lover by night 🌙",751,62,44,136,1,0,0
follow_me_576870,Follow 4 Follow! Like 4 Like! 💯💯💯,6,1132,0,9,1,1,1
x5qf0n852n5fnp36,FREE followers! Click the link NOW!!!,5,292,0,8,1,1,1
the_chloe,"Life is short, eat dessert first 🍰 | gaming",101,37,88,2536,1,1,0
kennedy.white.official,Fitness & wellness 💪 | travel | Austin,587,163,30,894,1,0,0
follow_me_954218,.,0,318,0,8,0,1,1
emma_96,📍Boston | reading & skateboarding | DM for collabs,120,433,6,1063,1,0,0
oliver.lewis.official,📸 yoga | Travel addict | Dubai native,150,408,7,355,1,0,0
user525805,Make $5000/day working from home! Link below 👇,21,126,1,50,0,1,1
benjaminramirez,"Photographer by day, skateboarding lover by night 🌙",53,27,21,130,1,0,0
x151m4i3l0q4ejhx,CHEAP followers and likes! Best prices! DM!!!,0,78,10,23,0,1,1
penelope_gonzalez,"Life is short, eat dessert first 🍰 | travel",326,1271,113,1412,1,1,0
user571727,Follow me I follow back! F4F! 🔥🔥🔥,41,332,0,27,0,1,1
the_penelope,Just a happy soul exploring the world 🌍 | dance,483,142,105,2418,1,0,0
the_david,🎵 Music lover | Doctor | music,386,326,180,2517,1,0,0
nws64435571,Hot singles in your area 😍 DM NOW,10,495,0,15,1,0,1
samuel.sanchez.official,📍Portland | dance & fitness | DM for collabs,19,271,78,544,1,0,0
matthew_sanchez,Just a adventurous soul exploring the world 🌍 | meditation,4213,212,113,2582,0,1,0
mia_young,Wanderlust 🌎 | skateboarding | travel | London,143,151,171,571,1,0,0
averysanchez89,Living life one surfing at a time 🏔️,262,115,69,667,1,1,0
asher_94,Dog parent 🐕 | Architect | running fanatic,355,114,11,769,1,0,0
follow_me_396471,Buy followers cheap! DM for prices!,1,58,3,39,0,1,1
real_zcrmpc3671,Hot singles in your area 😍 DM NOW,22,396,0,3,0,0,1
real_cupefs4452,Want to lose 20lbs fast?? DM me!!!,4,1471,0,21,1,1,1
adrian_jackson,Consultant | photography enthusiast | Living my best life ✨,6739,103,6,1438,1,0,0
real_vvutah2550,,20,1295,8,28,0,1,1
gabrielhernandez32,📸 fitness | Travel addict | Barcelona native,1485,60,1,652,1,0,0
aria_ramirez,Fitness & wellness 💪 | skateboarding | Seattle,91,99,172,322,1,0,0
james_martinez,Wanderlust 🌎 | meditation | hiking | Boston,222,557,22,1051,1,0,0
real_hhwgtk8208,Crypto millionaire 💎🙌 Join my course!,3,83,0,37,1,1,1
xek17m6j3rtxymsc,Invest in crypto NOW! Double your money! 🚀🚀🚀,2,606,0,11,0,1,1
free_pbjmm_915,Adult content 🔞 Link below for more,8,1056,2,17,1,0,1
real_ikgvku1064,Invest in crypto NOW! Double your money! 🚀🚀🚀,81,110,2,143,0,1,1
user248770,Buy followers cheap! DM for prices!,4,3780,1,36,0,1,1
harper.lopez.official,Writer | painting enthusiast | Living my best life ✨,37,253,27,817,1,0,0
the_mia,Mom of 3 | cooking | Coffee addict ☕,796,577,12,304,1,0,0
evelyn_brown,Entrepreneur 💼 | Family first ❤️ | hiking,299,196,64,1696,1,1,0
eleanor.gonzalez,chill | music | gardening | Sydney 📍,63,75,127,898,1,0,0
ettruti7zfzt,CHEAP followers and likes! Best prices! DM!!!,15,323,0,26,1,1,1
waufxqp6xghu9ivlx6,I make $10k/week! Ask me how 💵💵💵,16,1332,6,18,0,1,1
skylar.martin,Love baking and surfing 🌟 | Austin based,82,1579,138,997,1,0,0
z6fp9xaqs3tgd,DM me for exclusive offers!!!,31,77,0,61,0,1,1
x889errye12o00,Adult content 🔞 Link below for more,24,50,0,36,0,1,1
ethan_flores,Mom of 2 | gardening | Coffee addict ☕,135,186,153,893,1,1,0
olivia_90,Just a adventurous soul exploring the world 🌍 | cycling,932,100,76,152,1,0,0
benjamin_94,Bookworm 📚 | camping | painting | Introvert at heart,77,84,10,183,1,0,0
oliviaperez39,🎵 Music lover | Artist | running,1488,157,19,1088,0,0,0
violet_90,📸 writing | Travel addict | San Francisco native,96,103,8,1301,1,0,0
olivia_johnson,📸 baking | Travel addict | Denver native,859,91,1,906,1,0,0
follow_me_273471,I make $10k/week! Ask me how 💵💵💵,26,127,0,8,0,1,1
user656705,Follow 4 Follow! Like 4 Like! 💯💯💯,12,50,1,14,1,0,1
xuerjqenbd0v0njj,Crypto millionaire 💎🙌 Join my course!,2,122,3,35,0,0,1
stella_93,Mom of 2 | skateboarding | Coffee addict ☕,3252,135,46,125,1,0,0
charlottewhite,Creative mind | painting | camping | Let's connect!,341,314,74,224,1,0,0
user254853,Make $5000/day working from home! Link below 👇,23,130,4,25,0,1,1
aurora.rodriguez.official,Fitness & wellness 💪 | cooking | Tokyo,213,252,41,433,1,0,0
zoey_95,🎓 UCLA alum | Nurse | Denver,12,102,8,489,1,0,0
free_ccymt_890,I make $10k/week! Ask me how 💵💵💵,12,220,0,4,1,1,1
jjx88028509,,17,141,5,48,1,1,1
free_vzjtc_262,Follow me I follow back! F4F! 🔥🔥🔥,13,172,1,12,0,1,1
real_dthcbs7408,....,16,330,10,51,0,0,1
owen.clark.official,📸 writing | Travel addict | Denver native,201,199,67,862,1,0,0
rileyallen,📸 swimming | Travel addict | Boston native,1557,81,41,534,1,1,0
real_zgdyux0267,Adult content 🔞 Link below for more,3,860,0,101,0,1,1
nml66920020,Make $5000/day working from home! Link below 👇,0,393,1,18,0,1,1
william_jackson,📍LA | meditation & running | DM for collabs,231,32,199,619,0,0,0
user994467,Click link in bio for FREE money 💰💰💰,12,7500,1,20,0,0,1
xeh29727967,.,4,6107,2,15,0,1,1
ruby.williams.official,Dog parent 🐕 | Nurse | writing fanatic,133,69,55,508,1,0,0
dbik8815sfo,,6,581,0,18,0,1,1
free_rsgta_222,CHEAP followers and likes! Best prices! DM!!!,7,99,5,79,0,0,1
follow_me_971810,I make $10k/week! Ask me how 💵💵💵,3,93,2,31,0,1,1
mason_94,Marketing Lead 💼 | Family first ❤️ | dance,78,170,49,847,1,0,0
mason_91,🎓 Stanford alum | Data Analyst | Barcelona,264,109,6,689,1,0,0
user514973,Crypto millionaire 💎🙌 Join my course!,43,260,5,16,0,0,1
msky1798gdn,Hot singles in your area 😍 DM NOW,13,1197,2,23,0,1,1
caroline.wright.official,"Photographer by day, painting lover by night 🌙",197,207,79,554,1,0,0
x5cpjze1xtar0ko3,DM me for exclusive offers!!!,8,2004,2,44,0,1,1
anna_wilson,Just a curious soul exploring the world 🌍 | writing,1648,373,8,1406,1,1,0
david.hill.official,Teacher | skateboarding enthusiast | Living my best life ✨,136,241,49,407,1,0,0
xevwlq6exnwzr04h,I make $10k/week! Ask me how 💵💵💵,39,2877,0,90,1,1,1
real_kxxxpe4881,Crypto millionaire 💎🙌 Join my course!,9,221,0,31,0,1,1
follow_me_706582,....,11,278,4,9,1,1,1
julian.nguyen.official,Writer 💼 | Family first ❤️ | music,114,62,195,3175,1,1,0
wbk26362990,Follow me I follow back! F4F! 🔥🔥🔥,13,5148,0,16,0,1,1
evelyn_93,🎓 MIT alum | Data Analyst | Berlin,16,16,91,862,1,0,0
the_wyatt,Spreading positivity ☀️ | Lawyer | painting,110,39,48,617,1,0,0
caleb.clark.official,Living life one cycling at a time 🏔️,25,29,4,377,1,0,0
the_paisley,Dreamer & doer ✨ | cooking | Denver,21,1042,173,468,1,1,0
5iccpklv69eo,Make $5000/day working from home! Link below 👇,8,314,0,15,0,1,1
stella.white,Wanderlust 🌎 | writing | music | Miami,700,134,172,1072,1,1,0
zoey.wright,Spreading positivity ☀️ | Artist | reading,302,25,8,1737,1,1,0
real_fckcyf7726,Crypto millionaire 💎🙌 Join my course!,0,260,3,3,0,0,1
real_xldjbg1800,Buy followers cheap! DM for prices!,18,444,2,34,0,0,1
seh5e5rwsf5pae,Free gift cards! Limited time offer! Click NOW!,17,547,1,36,0,0,1
xwlxwce77gzdpyhz,Adult content 🔞 Link below for more,3,120,2,10,0,0,1
